zip,total,overall_total,percent_total
21754,19918.18,20328513.18,9.798148946572392e-4
21755,8883.94,20328513.18,4.370186801826891e-4
21756,9968.27,20328513.18,4.903590297891132e-4
21757,875.7,20328513.18,4.30774249078653e-5
21758,7459.4,20328513.18,3.6694272394396525e-4
21762,740,20328513.18,3.6402071978783056e-5
21765,675.3,20328513.18,3.321935028009756e-5
21767,302,20328513.18,1.4855980726476328e-5
21768,42.5,20328513.18,2.0906595393219996e-6
21769,18807.57,20328513.18,9.251817795756768e-4
21770,7734.59,20328513.18,3.8047986744104816e-4
21771,27485.39,20328513.18,0.0013520610069526
21773,7998.66,20328513.18,3.9346999601866606e-4
21774,14034.81,20328513.18,6.904002213899246e-4
21775,110,20328513.18,5.411118807656941e-6
21776,4971.74,20328513.18,2.44569780188912e-4
21777,2415.7,20328513.18,1.1883308821506246e-4
21778,581.5,20328513.18,2.860514169684101e-5
21779,4644.86,20328513.18,2.2848990277212196e-4
21780,1868,20328513.18,9.189063575184695e-5
21781,105,20328513.18,5.165158861854352e-6
21782,2529.42,20328513.18,1.2442720122239653e-4
21783,8533.64,20328513.18,4.1978672637975974e-4
21784,75000.46,20328513.18,0.0036894218153538374
21787,2933.7,20328513.18,1.443145386002106e-4
21788,23259.35,20328513.18,0.001144173693080686
21791,5826.79,20328513.18,2.8663139052061257e-4
21792,185,20328513.18,9.100517994695764e-6
21793,19038.67,20328513.18,9.365500482706724e-4
21794,5176.07,20328513.18,2.5462117933408053e-4
21795,4091.77,20328513.18,2.0128230548733126e-4
21797,34859.72,20328513.18,0.00171481896837868
21798,3328.34,20328513.18,1.637276652025173e-4
21801,24053.25,20328513.18,0.001183227213275221
21802,438.22,20328513.18,2.1556913489922043e-5
21804,29030.13,20328513.18,0.001428049840288418
21806,30,20328513.18,1.4757596748155292e-6
21811,58201.62,20328513.18,0.002863053460164567
21812,12.37,20328513.18,6.085049059156032e-7
21813,3459.72,20328513.18,1.7019050873842608e-4
21814,601.82,20328513.18,2.960472291658273e-5
21816,864,20328513.18,4.250187863468724e-5
21817,928.54,20328513.18,4.567672961510705e-5
21821,800.42,20328513.18,3.937425196386153e-5
21822,1130.89,20328513.18,5.56307286217378e-5
21824,213,20328513.18,1.0477893691190258e-5
21826,1614.72,20328513.18,7.943128873727105e-5
21830,1502.5,20328513.18,7.391096371367775e-5
21835,20,20328513.18,9.838397832103528e-7
21837,412.5,20328513.18,2.0291695528713528e-5
21838,817.8,20328513.18,4.022920873547133e-5
21840,1351,20328513.18,6.645837735585934e-5
21841,182.5,20328513.18,8.97753802179447e-6
21842,11196.53,20328513.18,5.507795823954106e-4
21843,963.26,20328513.18,4.7384675478760225e-5
21849,916.42,20328513.18,4.5080522706481575e-5
21850,412,20328513.18,2.026709953413327e-5
21851,3100.82,20328513.18,1.5253550382871633e-4
21853,1125.07,20328513.18,5.534443124482358e-5
21856,491.5,20328513.18,2.4177862672394422e-5
21861,50,20328513.18,2.459599458025882e-6
21863,4112.72,20328513.18,2.0231287766024413e-4
21864,298,20328513.18,1.4659212769834257e-5
21865,1160.4,20328513.18,5.708238422186468e-5
21867,38.5,20328513.18,1.8938915826799292e-6
21869,447.1,20328513.18,2.199373835366744e-5
21871,349.5,20328513.18,1.7192600211600914e-5
21872,163.5,20328513.18,8.042890227744635e-6
21874,313,20328513.18,1.5397092607242023e-5
21875,5155.56,20328513.18,2.5361225163639836e-4
21884,50,20328513.18,2.459599458025882e-6
21901,10491.42,20328513.18,5.16093818918438e-4
21902,50,20328513.18,2.459599458025882e-6
21903,5756.78,20328513.18,2.8318745935948476e-4
21904,3114.92,20328513.18,1.532291108758796e-4
21911,4427.14,20328513.18,2.177798228920941e-4
21912,1775.5,20328513.18,8.734037675449907e-5
21913,913,20328513.18,4.4912286103552606e-05
21914,1150,20328513.18,5.6570787534595285e-5
21915,2856.96,20328513.18,1.4053954535203248e-4
21916,24,20328513.18,1.1806077398524235e-6
21917,2447.5,20328513.18,1.2039739347036693e-4
21918,1089.7,20328513.18,5.360451058821608e-5
21919,3280.2,20328513.18,1.6135956284432995e-4
21920,52.5,20328513.18,2.582579430927176e-6
21921,23156.18,20328513.18,0.0011390985555589954
21922,780,20328513.18,3.836975154520376e-5
21924,14,20328513.18,6.886878482472469e-7
21931,10.8,20328513.18,5.312734829335906e-7
21943,16.5,20328513.18,8.11667821148541e-7
21965,60,20328513.18,2.9515193496310584e-6
21975,60,20328513.18,2.9515193496310584e-6
